state,district,stage,sex,date,teachers
Perak,All Districts,primary,both,2018-01-01,21402
Perak,All Districts,primary,both,2019-01-01,20883
Perak,All Districts,primary,both,2020-01-01,20832
Perak,All Districts,primary,both,2021-01-01,20511
Perak,All Districts,primary,both,2022-01-01,20830
Perak,All Districts,primary,female,2017-01-01,14979
Perak,All Districts,primary,female,2018-01-01,15480
Perak,All Districts,primary,female,2019-01-01,15043
Perak,All Districts,primary,female,2020-01-01,14994
Perak,All Districts,primary,female,2021-01-01,14767
Perak,All Districts,primary,female,2022-01-01,14964
Perak,All Districts,primary,male,2017-01-01,5964
Perak,All Districts,primary,male,2018-01-01,5922
Perak,All Districts,primary,male,2019-01-01,5840
Perak,All Districts,primary,male,2020-01-01,5838
Perak,All Districts,primary,male,2021-01-01,5744
Perak,All Districts,primary,male,2022-01-01,5866
Perak,All Districts,secondary,both,2017-01-01,17958
Perak,All Districts,secondary,both,2018-01-01,17889
Perak,All Districts,secondary,both,2019-01-01,17637
Perak,All Districts,secondary,both,2020-01-01,17387
Perak,All Districts,secondary,both,2021-01-01,16939
Perak,All Districts,secondary,both,2022-01-01,17333
Perak,All Districts,secondary,female,2017-01-01,12141
Perak,All Districts,secondary,female,2018-01-01,12209
Perak,All Districts,secondary,female,2019-01-01,12125
Perak,All Districts,secondary,female,2020-01-01,12032
Perak,All Districts,secondary,female,2021-01-01,11815
Perak,All Districts,secondary,female,2022-01-01,12156
Perak,All Districts,secondary,male,2017-01-01,5817
Perak,All Districts,secondary,male,2018-01-01,5680
Perak,All Districts,secondary,male,2019-01-01,5512
Perak,All Districts,secondary,male,2020-01-01,5355
Perak,All Districts,secondary,male,2021-01-01,5124
Perak,All Districts,secondary,male,2022-01-01,5177
Perak,Bagan Datuk,primary,both,2018-01-01,896
Perak,Bagan Datuk,primary,both,2019-01-01,850
Perak,Bagan Datuk,primary,both,2020-01-01,860
Perak,Bagan Datuk,primary,both,2021-01-01,831
Perak,Bagan Datuk,primary,both,2022-01-01,843
Perak,Bagan Datuk,primary,female,2018-01-01,597
Perak,Bagan Datuk,primary,female,2019-01-01,561
Perak,Bagan Datuk,primary,female,2020-01-01,572
Perak,Bagan Datuk,primary,female,2021-01-01,557
Perak,Bagan Datuk,primary,female,2022-01-01,565
Perak,Bagan Datuk,primary,male,2018-01-01,299
Perak,Bagan Datuk,primary,male,2019-01-01,289
Perak,Bagan Datuk,primary,male,2020-01-01,288
Perak,Bagan Datuk,primary,male,2021-01-01,274
Perak,Bagan Datuk,primary,male,2022-01-01,278
Perak,Bagan Datuk,secondary,both,2018-01-01,604
Perak,Bagan Datuk,secondary,both,2019-01-01,589
Perak,Bagan Datuk,secondary,both,2020-01-01,587
Perak,Bagan Datuk,secondary,both,2021-01-01,564
Perak,Bagan Datuk,secondary,both,2022-01-01,573
Perak,Bagan Datuk,secondary,female,2018-01-01,361
Perak,Bagan Datuk,secondary,female,2019-01-01,349
Perak,Bagan Datuk,secondary,female,2020-01-01,354
Perak,Bagan Datuk,secondary,female,2021-01-01,349
Perak,Bagan Datuk,secondary,female,2022-01-01,353
Perak,Bagan Datuk,secondary,male,2018-01-01,243
Perak,Bagan Datuk,secondary,male,2019-01-01,240
Perak,Bagan Datuk,secondary,male,2020-01-01,233
Perak,Bagan Datuk,secondary,male,2021-01-01,215
Perak,Bagan Datuk,secondary,male,2022-01-01,220
Perak,Batang Padang,primary,both,2017-01-01,1916
Perak,Batang Padang,primary,both,2018-01-01,1270
Perak,Batang Padang,primary,both,2019-01-01,1251
Perak,Batang Padang,primary,both,2020-01-01,1260
Perak,Batang Padang,primary,both,2021-01-01,1231
Perak,Batang Padang,primary,both,2022-01-01,1270
Perak,Batang Padang,primary,female,2017-01-01,1337
Perak,Batang Padang,primary,female,2018-01-01,882
Perak,Batang Padang,primary,female,2019-01-01,867
Perak,Batang Padang,primary,female,2020-01-01,887
Perak,Batang Padang,primary,female,2021-01-01,871
Perak,Batang Padang,primary,female,2022-01-01,902
Perak,Batang Padang,primary,male,2017-01-01,579
Perak,Batang Padang,primary,male,2018-01-01,388
Perak,Batang Padang,primary,male,2019-01-01,384
Perak,Batang Padang,primary,male,2020-01-01,373
Perak,Batang Padang,primary,male,2021-01-01,360
Perak,Batang Padang,primary,male,2022-01-01,368
Perak,Batang Padang,secondary,both,2017-01-01,1560
Perak,Batang Padang,secondary,both,2018-01-01,934
Perak,Batang Padang,secondary,both,2019-01-01,909
Perak,Batang Padang,secondary,both,2020-01-01,877
Perak,Batang Padang,secondary,both,2021-01-01,860
Perak,Batang Padang,secondary,both,2022-01-01,882
Perak,Batang Padang,secondary,female,2017-01-01,1041
Perak,Batang Padang,secondary,female,2018-01-01,623
Perak,Batang Padang,secondary,female,2019-01-01,611
Perak,Batang Padang,secondary,female,2020-01-01,597
Perak,Batang Padang,secondary,female,2021-01-01,586
Perak,Batang Padang,secondary,female,2022-01-01,605
Perak,Batang Padang,secondary,male,2017-01-01,519
Perak,Batang Padang,secondary,male,2018-01-01,311
Perak,Batang Padang,secondary,male,2019-01-01,298
Perak,Batang Padang,secondary,male,2020-01-01,280
Perak,Batang Padang,secondary,male,2021-01-01,274
Perak,Batang Padang,secondary,male,2022-01-01,277
Perak,Hilir Perak,primary,both,2017-01-01,2175
Perak,Hilir Perak,primary,both,2018-01-01,1238
Perak,Hilir Perak,primary,both,2019-01-01,1199
Perak,Hilir Perak,primary,both,2020-01-01,1192
Perak,Hilir Perak,primary,both,2021-01-01,1178
Perak,Hilir Perak,primary,both,2022-01-01,1198
Perak,Hilir Perak,primary,female,2017-01-01,1489
Perak,Hilir Perak,primary,female,2018-01-01,891
Perak,Hilir Perak,primary,female,2019-01-01,859
Perak,Hilir Perak,primary,female,2020-01-01,847
Perak,Hilir Perak,primary,female,2021-01-01,833
Perak,Hilir Perak,primary,female,2022-01-01,856
Perak,Hilir Perak,primary,male,2017-01-01,686
Perak,Hilir Perak,primary,male,2018-01-01,347
Perak,Hilir Perak,primary,male,2019-01-01,340
Perak,Hilir Perak,primary,male,2020-01-01,345
Perak,Hilir Perak,primary,male,2021-01-01,345
Perak,Hilir Perak,primary,male,2022-01-01,342
Perak,Hilir Perak,secondary,both,2017-01-01,1747
Perak,Hilir Perak,secondary,both,2018-01-01,1145
Perak,Hilir Perak,secondary,both,2019-01-01,1152
Perak,Hilir Perak,secondary,both,2020-01-01,1147
Perak,Hilir Perak,secondary,both,2021-01-01,1106
Perak,Hilir Perak,secondary,both,2022-01-01,1093
Perak,Hilir Perak,secondary,female,2017-01-01,1091
Perak,Hilir Perak,secondary,female,2018-01-01,756
Perak,Hilir Perak,secondary,female,2019-01-01,768
Perak,Hilir Perak,secondary,female,2020-01-01,764
Perak,Hilir Perak,secondary,female,2021-01-01,747
Perak,Hilir Perak,secondary,female,2022-01-01,749
Perak,Hilir Perak,secondary,male,2017-01-01,656
Perak,Hilir Perak,secondary,male,2018-01-01,389
Perak,Hilir Perak,secondary,male,2019-01-01,384
Perak,Hilir Perak,secondary,male,2020-01-01,383
Perak,Hilir Perak,secondary,male,2021-01-01,359
Perak,Hilir Perak,secondary,male,2022-01-01,344
Perak,Hulu Perak,primary,both,2017-01-01,1207
Perak,Hulu Perak,primary,both,2018-01-01,1212
Perak,Hulu Perak,primary,both,2019-01-01,1168
Perak,Hulu Perak,primary,both,2020-01-01,1171
Perak,Hulu Perak,primary,both,2021-01-01,1144
Perak,Hulu Perak,primary,both,2022-01-01,1176
Perak,Hulu Perak,primary,female,2017-01-01,736
Perak,Hulu Perak,primary,female,2018-01-01,750
Perak,Hulu Perak,primary,female,2019-01-01,722
Perak,Hulu Perak,primary,female,2020-01-01,714
Perak,Hulu Perak,primary,female,2021-01-01,697
Perak,Hulu Perak,primary,female,2022-01-01,725
Perak,Hulu Perak,primary,male,2017-01-01,471
Perak,Hulu Perak,primary,male,2018-01-01,462
Perak,Hulu Perak,primary,male,2019-01-01,446
Perak,Hulu Perak,primary,male,2020-01-01,457
Perak,Hulu Perak,primary,male,2021-01-01,447
Perak,Hulu Perak,primary,male,2022-01-01,451
Perak,Hulu Perak,secondary,both,2017-01-01,836
Perak,Hulu Perak,secondary,both,2018-01-01,832
Perak,Hulu Perak,secondary,both,2019-01-01,832
Perak,Hulu Perak,secondary,both,2020-01-01,815
Perak,Hulu Perak,secondary,both,2021-01-01,814
Perak,Hulu Perak,secondary,both,2022-01-01,814
Perak,Hulu Perak,secondary,female,2017-01-01,540
Perak,Hulu Perak,secondary,female,2018-01-01,556
Perak,Hulu Perak,secondary,female,2019-01-01,557
Perak,Hulu Perak,secondary,female,2020-01-01,546
Perak,Hulu Perak,secondary,female,2021-01-01,547
Perak,Hulu Perak,secondary,female,2022-01-01,551
Perak,Hulu Perak,secondary,male,2017-01-01,296
Perak,Hulu Perak,secondary,male,2018-01-01,276
Perak,Hulu Perak,secondary,male,2019-01-01,275
Perak,Hulu Perak,secondary,male,2020-01-01,269
Perak,Hulu Perak,secondary,male,2021-01-01,267
Perak,Hulu Perak,secondary,male,2022-01-01,263
Perak,Kampar,primary,both,2018-01-01,832
Perak,Kampar,primary,both,2019-01-01,813
Perak,Kampar,primary,both,2020-01-01,813
Perak,Kampar,primary,both,2021-01-01,800
Perak,Kampar,primary,both,2022-01-01,805
Perak,Kampar,primary,female,2018-01-01,605
Perak,Kampar,primary,female,2019-01-01,597
Perak,Kampar,primary,female,2020-01-01,597
Perak,Kampar,primary,female,2021-01-01,580
Perak,Kampar,primary,female,2022-01-01,580
Perak,Kampar,primary,male,2018-01-01,227
Perak,Kampar,primary,male,2019-01-01,216
Perak,Kampar,primary,male,2020-01-01,216
Perak,Kampar,primary,male,2021-01-01,220
Perak,Kampar,primary,male,2022-01-01,225
Perak,Kampar,secondary,both,2018-01-01,605
Perak,Kampar,secondary,both,2019-01-01,586
Perak,Kampar,secondary,both,2020-01-01,581
Perak,Kampar,secondary,both,2021-01-01,570
Perak,Kampar,secondary,both,2022-01-01,581
Perak,Kampar,secondary,female,2018-01-01,395
Perak,Kampar,secondary,female,2019-01-01,387
Perak,Kampar,secondary,female,2020-01-01,390
Perak,Kampar,secondary,female,2021-01-01,387
Perak,Kampar,secondary,female,2022-01-01,406
Perak,Kampar,secondary,male,2018-01-01,210
Perak,Kampar,secondary,male,2019-01-01,199
Perak,Kampar,secondary,male,2020-01-01,191
Perak,Kampar,secondary,male,2021-01-01,183
Perak,Kampar,secondary,male,2022-01-01,175
Perak,Kerian,primary,both,2017-01-01,1844
Perak,Kerian,primary,both,2018-01-01,1867
Perak,Kerian,primary,both,2019-01-01,1814
Perak,Kerian,primary,both,2020-01-01,1781
Perak,Kerian,primary,both,2021-01-01,1719
Perak,Kerian,primary,both,2022-01-01,1723
Perak,Kerian,primary,female,2017-01-01,1262
Perak,Kerian,primary,female,2018-01-01,1296
Perak,Kerian,primary,female,2019-01-01,1245
Perak,Kerian,primary,female,2020-01-01,1230
Perak,Kerian,primary,female,2021-01-01,1192
Perak,Kerian,primary,female,2022-01-01,1194
Perak,Kerian,primary,male,2017-01-01,582
Perak,Kerian,primary,male,2018-01-01,571
Perak,Kerian,primary,male,2019-01-01,569
Perak,Kerian,primary,male,2020-01-01,551
Perak,Kerian,primary,male,2021-01-01,527
Perak,Kerian,primary,male,2022-01-01,529
Perak,Kerian,secondary,both,2017-01-01,1661
Perak,Kerian,secondary,both,2018-01-01,1715
Perak,Kerian,secondary,both,2019-01-01,1696
Perak,Kerian,secondary,both,2020-01-01,1680
Perak,Kerian,secondary,both,2021-01-01,1631
Perak,Kerian,secondary,both,2022-01-01,1630
Perak,Kerian,secondary,female,2017-01-01,1059
Perak,Kerian,secondary,female,2018-01-01,1092
Perak,Kerian,secondary,female,2019-01-01,1092
Perak,Kerian,secondary,female,2020-01-01,1087
Perak,Kerian,secondary,female,2021-01-01,1062
Perak,Kerian,secondary,female,2022-01-01,1074
Perak,Kerian,secondary,male,2017-01-01,602
Perak,Kerian,secondary,male,2018-01-01,623
Perak,Kerian,secondary,male,2019-01-01,604
Perak,Kerian,secondary,male,2020-01-01,593
Perak,Kerian,secondary,male,2021-01-01,569
Perak,Kerian,secondary,male,2022-01-01,556
Perak,Kinta,primary,both,2017-01-01,5809
Perak,Kinta,primary,both,2018-01-01,5217
Perak,Kinta,primary,both,2019-01-01,5124
Perak,Kinta,primary,both,2020-01-01,5139
Perak,Kinta,primary,both,2021-01-01,5085
Perak,Kinta,primary,both,2022-01-01,5123
Perak,Kinta,primary,female,2017-01-01,1066
Perak,Kinta,primary,female,2017-01-01,3370
Perak,Kinta,primary,female,2018-01-01,4043
Perak,Kinta,primary,female,2019-01-01,3947
Perak,Kinta,primary,female,2020-01-01,3949
Perak,Kinta,primary,female,2021-01-01,3905
Perak,Kinta,primary,female,2022-01-01,3920
Perak,Kinta,primary,male,2017-01-01,404
Perak,Kinta,primary,male,2017-01-01,969
Perak,Kinta,primary,male,2018-01-01,1174
Perak,Kinta,primary,male,2019-01-01,1177
Perak,Kinta,primary,male,2020-01-01,1190
Perak,Kinta,primary,male,2021-01-01,1180
Perak,Kinta,primary,male,2022-01-01,1203
Perak,Kinta,secondary,both,2017-01-01,5334
Perak,Kinta,secondary,both,2018-01-01,4681
Perak,Kinta,secondary,both,2019-01-01,4613
Perak,Kinta,secondary,both,2020-01-01,4538
Perak,Kinta,secondary,both,2021-01-01,4394
Perak,Kinta,secondary,both,2022-01-01,4654
Perak,Kinta,secondary,female,2017-01-01,750
Perak,Kinta,secondary,female,2017-01-01,3076
Perak,Kinta,secondary,female,2018-01-01,3405
Perak,Kinta,secondary,female,2019-01-01,3363
Perak,Kinta,secondary,female,2020-01-01,3330
Perak,Kinta,secondary,female,2021-01-01,3239
Perak,Kinta,secondary,female,2022-01-01,3410
Perak,Kinta,secondary,male,2017-01-01,330
Perak,Kinta,secondary,male,2017-01-01,1178
Perak,Kinta,secondary,male,2018-01-01,1276
Perak,Kinta,secondary,male,2019-01-01,1250
Perak,Kinta,secondary,male,2020-01-01,1208
Perak,Kinta,secondary,male,2021-01-01,1155
Perak,Kinta,secondary,male,2022-01-01,1244
Perak,Kuala Kangsar,primary,both,2017-01-01,1834
Perak,Kuala Kangsar,primary,both,2018-01-01,1853
Perak,Kuala Kangsar,primary,both,2019-01-01,1823
Perak,Kuala Kangsar,primary,both,2020-01-01,1811
Perak,Kuala Kangsar,primary,both,2021-01-01,1782
Perak,Kuala Kangsar,primary,both,2022-01-01,1831
Perak,Kuala Kangsar,primary,female,2017-01-01,1202
Perak,Kuala Kangsar,primary,female,2018-01-01,1227
Perak,Kuala Kangsar,primary,female,2019-01-01,1212
Perak,Kuala Kangsar,primary,female,2020-01-01,1196
Perak,Kuala Kangsar,primary,female,2021-01-01,1187
Perak,Kuala Kangsar,primary,female,2022-01-01,1209
Perak,Kuala Kangsar,primary,male,2017-01-01,632
Perak,Kuala Kangsar,primary,male,2018-01-01,626
Perak,Kuala Kangsar,primary,male,2019-01-01,611
Perak,Kuala Kangsar,primary,male,2020-01-01,615
Perak,Kuala Kangsar,primary,male,2021-01-01,595
Perak,Kuala Kangsar,primary,male,2022-01-01,622
Perak,Kuala Kangsar,secondary,both,2017-01-01,1614
Perak,Kuala Kangsar,secondary,both,2018-01-01,1645
Perak,Kuala Kangsar,secondary,both,2019-01-01,1628
Perak,Kuala Kangsar,secondary,both,2020-01-01,1623
Perak,Kuala Kangsar,secondary,both,2021-01-01,1575
Perak,Kuala Kangsar,secondary,both,2022-01-01,1582
Perak,Kuala Kangsar,secondary,female,2017-01-01,1021
Perak,Kuala Kangsar,secondary,female,2018-01-01,1068
Perak,Kuala Kangsar,secondary,female,2019-01-01,1072
Perak,Kuala Kangsar,secondary,female,2020-01-01,1073
Perak,Kuala Kangsar,secondary,female,2021-01-01,1054
Perak,Kuala Kangsar,secondary,female,2022-01-01,1074
Perak,Kuala Kangsar,secondary,male,2017-01-01,593
Perak,Kuala Kangsar,secondary,male,2018-01-01,577
Perak,Kuala Kangsar,secondary,male,2019-01-01,556
Perak,Kuala Kangsar,secondary,male,2020-01-01,550
Perak,Kuala Kangsar,secondary,male,2021-01-01,521
Perak,Kuala Kangsar,secondary,male,2022-01-01,508
Perak,Larut Matang & Selama,primary,both,2018-01-01,2869
Perak,Larut Matang & Selama,primary,both,2019-01-01,2790
Perak,Larut Matang & Selama,primary,both,2020-01-01,2749
Perak,Larut Matang & Selama,primary,both,2021-01-01,2719
Perak,Larut Matang & Selama,primary,both,2022-01-01,2761
Perak,Larut Matang & Selama,primary,female,2018-01-01,2043
Perak,Larut Matang & Selama,primary,female,2019-01-01,1974
Perak,Larut Matang & Selama,primary,female,2020-01-01,1951
Perak,Larut Matang & Selama,primary,female,2021-01-01,1918
Perak,Larut Matang & Selama,primary,female,2022-01-01,1949
Perak,Larut Matang & Selama,primary,male,2018-01-01,826
Perak,Larut Matang & Selama,primary,male,2019-01-01,816
Perak,Larut Matang & Selama,primary,male,2020-01-01,798
Perak,Larut Matang & Selama,primary,male,2021-01-01,801
Perak,Larut Matang & Selama,primary,male,2022-01-01,812
Perak,Larut Matang & Selama,secondary,both,2018-01-01,2517
Perak,Larut Matang & Selama,secondary,both,2019-01-01,2439
Perak,Larut Matang & Selama,secondary,both,2020-01-01,2385
Perak,Larut Matang & Selama,secondary,both,2021-01-01,2318
Perak,Larut Matang & Selama,secondary,both,2022-01-01,2333
Perak,Larut Matang & Selama,secondary,female,2018-01-01,1673
Perak,Larut Matang & Selama,secondary,female,2019-01-01,1640
Perak,Larut Matang & Selama,secondary,female,2020-01-01,1619
Perak,Larut Matang & Selama,secondary,female,2021-01-01,1587
Perak,Larut Matang & Selama,secondary,female,2022-01-01,1600
Perak,Larut Matang & Selama,secondary,male,2018-01-01,844
Perak,Larut Matang & Selama,secondary,male,2019-01-01,799
Perak,Larut Matang & Selama,secondary,male,2020-01-01,766
Perak,Larut Matang & Selama,secondary,male,2021-01-01,731
Perak,Larut Matang & Selama,secondary,male,2022-01-01,733
Perak,Larut dan Matang,primary,both,2017-01-01,2841
Perak,Larut dan Matang,primary,female,2017-01-01,1991
Perak,Larut dan Matang,primary,male,2017-01-01,850
Perak,Larut dan Matang,secondary,both,2017-01-01,2591
Perak,Larut dan Matang,secondary,female,2017-01-01,1698
Perak,Larut dan Matang,secondary,male,2017-01-01,893
Perak,Manjung (Dinding),primary,both,2017-01-01,2189
Perak,Manjung (Dinding),primary,both,2018-01-01,2269
Perak,Manjung (Dinding),primary,both,2019-01-01,2211
Perak,Manjung (Dinding),primary,both,2020-01-01,2210
Perak,Manjung (Dinding),primary,both,2021-01-01,2205
Perak,Manjung (Dinding),primary,both,2022-01-01,2232
Perak,Manjung (Dinding),primary,female,2017-01-01,1763
Perak,Manjung (Dinding),primary,female,2018-01-01,1833
Perak,Manjung (Dinding),primary,female,2019-01-01,1773
Perak,Manjung (Dinding),primary,female,2020-01-01,1772
Perak,Manjung (Dinding),primary,female,2021-01-01,1761
Perak,Manjung (Dinding),primary,female,2022-01-01,1772
Perak,Manjung (Dinding),primary,male,2017-01-01,426
Perak,Manjung (Dinding),primary,male,2018-01-01,436
Perak,Manjung (Dinding),primary,male,2019-01-01,438
Perak,Manjung (Dinding),primary,male,2020-01-01,438
Perak,Manjung (Dinding),primary,male,2021-01-01,444
Perak,Manjung (Dinding),primary,male,2022-01-01,460
Perak,Manjung (Dinding),secondary,both,2017-01-01,1683
Perak,Manjung (Dinding),secondary,both,2018-01-01,1625
Perak,Manjung (Dinding),secondary,both,2019-01-01,1603
Perak,Manjung (Dinding),secondary,both,2020-01-01,1584
Perak,Manjung (Dinding),secondary,both,2021-01-01,1566
Perak,Manjung (Dinding),secondary,both,2022-01-01,1588
Perak,Manjung (Dinding),secondary,female,2017-01-01,1284
Perak,Manjung (Dinding),secondary,female,2018-01-01,1248
Perak,Manjung (Dinding),secondary,female,2019-01-01,1240
Perak,Manjung (Dinding),secondary,female,2020-01-01,1230
Perak,Manjung (Dinding),secondary,female,2021-01-01,1224
Perak,Manjung (Dinding),secondary,female,2022-01-01,1243
Perak,Manjung (Dinding),secondary,male,2017-01-01,399
Perak,Manjung (Dinding),secondary,male,2018-01-01,377
Perak,Manjung (Dinding),secondary,male,2019-01-01,363
Perak,Manjung (Dinding),secondary,male,2020-01-01,354
Perak,Manjung (Dinding),secondary,male,2021-01-01,342
Perak,Manjung (Dinding),secondary,male,2022-01-01,345
Perak,Muallim,primary,both,2018-01-01,702
Perak,Muallim,primary,both,2019-01-01,694
Perak,Muallim,primary,both,2020-01-01,710
Perak,Muallim,primary,both,2021-01-01,709
Perak,Muallim,primary,both,2022-01-01,728
Perak,Muallim,primary,female,2018-01-01,497
Perak,Muallim,primary,female,2019-01-01,492
Perak,Muallim,primary,female,2020-01-01,501
Perak,Muallim,primary,female,2021-01-01,505
Perak,Muallim,primary,female,2022-01-01,522
Perak,Muallim,primary,male,2018-01-01,205
Perak,Muallim,primary,male,2019-01-01,202
Perak,Muallim,primary,male,2020-01-01,209
Perak,Muallim,primary,male,2021-01-01,204
Perak,Muallim,primary,male,2022-01-01,206
Perak,Muallim,secondary,both,2018-01-01,629
Perak,Muallim,secondary,both,2019-01-01,652
Perak,Muallim,secondary,both,2020-01-01,643
Perak,Muallim,secondary,both,2021-01-01,635
Perak,Muallim,secondary,both,2022-01-01,645
Perak,Muallim,secondary,female,2018-01-01,437
Perak,Muallim,secondary,female,2019-01-01,457
Perak,Muallim,secondary,female,2020-01-01,451
